Word,Auditory.mean,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
CANONIZATION,1,1,0,0,0,0,0,1,0,0,0
CANOPENER,1,0,0,1,1,0,0,0,0,1,1
CANOPY,0,0,0,1,0,0,0,0,0,0,1
CANT,1,0,0,0,0,0,1,1,0,0,0
CANTALOUPE,0,0,1,1,1,0,0,1,1,0,1
CANTANKEROUSLY,1,0,0,0,0,0,1,1,0,0,0
CANTEEN,0,0,1,1,1,0,0,1,1,1,1
CANTER,0,1,0,0,0,0,0,0,0,1,0
CANTINA,1,1,1,0,0,0,0,1,1,0,1
CANVAS,0,0,0,1,1,0,0,0,1,0,1
CANVASS,0,1,0,1,1,0,0,0,0,0,1
CANYON,0,1,0,0,0,1,0,0,1,1,1
CAP,0,0,0,0,1,1,0,0,0,0,1
CAPABILITY,0,1,0,1,0,1,1,1,0,1,0
CAPABLE,1,1,1,1,0,1,1,1,1,1,0
CAPABLENESS,1,1,0,1,0,1,1,1,0,1,1
CAPABLY,1,1,1,1,0,1,1,1,0,1,0
CAPACITOR,0,0,0,0,1,0,0,0,0,0,1
CAPACITY,0,1,0,1,1,1,1,1,0,1,1
CAPE,0,0,0,1,1,0,0,0,1,1,1
CAPED,0,0,0,0,1,0,0,0,0,1,1
CAPER,1,1,1,1,0,1,0,1,1,0,0
CAPES,0,0,0,0,1,0,0,0,0,1,1
CAPFUL,0,0,1,1,1,0,0,1,1,0,0
CAPILLARY,0,1,0,1,0,0,1,0,0,1,0
CAPITAL,1,0,0,0,0,0,0,0,1,0,1
CAPITAL PUNISHMENT,0,0,0,0,0,0,0,0,0,0,0
CAPITALISM,0,1,0,0,0,1,0,1,0,1,0
CAPITALIST,1,0,0,0,0,1,0,1,0,0,0
CAPITALISTIC,0,0,0,0,0,0,0,1,0,0,0
CAPITALISTICALLY,1,0,0,0,0,1,1,0,0,0,0
CAPITALIZATION,0,0,0,0,0,1,0,0,0,0,1
CAPITALIZE,0,0,0,0,0,0,0,0,0,0,0
CAPITOL,0,0,0,0,0,0,0,0,0,0,1
CAPITULATION,1,0,0,0,0,1,0,1,0,0,0
CAPPED,0,0,0,1,1,0,0,0,0,0,1
CAPPING,0,0,0,1,1,0,0,0,0,1,0
CAPPUCCINO,0,0,1,0,1,0,1,1,1,0,1
CAPRICORN,0,0,0,0,0,0,0,0,0,0,0
CAPSIZE,1,1,0,0,1,1,0,0,0,1,1
CAPSULE,0,0,1,1,1,0,0,1,0,0,1
CAPTAIN,1,1,0,1,0,1,0,1,0,1,1
CAPTION,0,0,0,0,0,1,0,0,0,0,1
CAPTIVATE,1,0,1,0,0,1,1,1,1,0,0
CAPTIVATING,1,0,1,0,0,1,1,1,1,0,0
CAPTIVATINGLY,1,0,1,0,0,1,1,1,1,0,0
CAPTIVATION,1,0,0,0,0,1,1,1,0,0,1
CAPTIVATOR,0,0,0,0,0,0,1,0,0,1,0
CAPTIVE,1,1,0,1,0,0,0,1,0,1,1
CAPTIVITY,0,1,0,1,0,0,1,1,0,1,1
CAPTOR,1,1,0,1,0,0,0,1,1,1,1
CAPTURE,0,1,0,1,1,1,0,1,0,1,1
CAPTURER,1,1,0,1,1,0,0,0,0,1,1
CAR,1,1,0,1,1,1,0,0,1,1,1
CAR ALARM,1,0,0,0,0,1,0,0,0,0,0
CAR BATTERY,0,0,0,1,1,0,0,0,0,0,1
CAR BOMB,1,1,0,1,1,1,0,0,1,1,1
CAR COMPANY,1,0,0,0,0,0,0,0,0,0,1
CAR DEALER,1,0,0,0,0,0,0,1,0,0,1
CAR DOOR,1,0,0,1,1,0,0,0,0,0,1
CAR HORN,1,0,0,1,0,1,0,0,0,0,0
CAR INSURANCE,0,0,0,0,0,0,0,0,0,0,0
CAR MECHANIC,1,1,0,1,0,1,0,1,1,1,1
CAR PARK,0,1,0,1,0,1,0,0,0,0,1
CAR POOL,0,1,0,1,0,1,0,1,0,1,1
CAR SEAT,0,1,0,1,1,0,0,0,1,1,1
CAR WASH,1,1,0,1,1,1,0,0,1,1,1
CARAFE,0,0,1,1,1,0,0,0,1,0,1
CARAMEL,0,0,1,0,1,0,0,1,1,0,1
CARAMELIZE,0,0,1,1,1,0,0,1,1,0,1
CARAT,0,0,0,0,1,0,0,0,0,0,1
CARAVAN,1,0,0,0,1,0,0,0,1,0,1
CARBOHYDRATE,0,0,1,0,0,0,0,1,1,1,0
CARBON,0,0,1,0,0,0,0,1,1,0,0
CARBON COPY,0,0,0,0,1,0,0,0,0,0,1
CARBON DIOXIDE,0,0,1,0,0,0,1,1,1,0,0
CARBON PAPER,0,0,0,1,1,0,0,0,1,0,1
CARBONATE,0,0,1,0,0,0,0,1,0,0,0
CARBONATION,1,0,1,0,0,0,0,1,0,1,0
CARBONATOR,0,0,0,0,1,0,0,0,0,0,1
CARBONIZATION,1,0,1,0,0,0,0,1,0,0,1
CARBONIZE,0,0,1,1,1,0,0,0,0,0,0
CARBONLESS,0,0,0,0,0,0,0,0,1,0,0
CARBURETOR,1,0,0,1,1,0,0,0,0,0,1
CARCASS,0,1,1,1,1,0,0,0,1,1,1
CARCINOGEN,0,0,1,0,0,0,1,1,1,1,0
CARCINOGENIC,0,0,1,0,0,0,1,1,1,1,0
CARD,0,0,0,1,1,0,0,0,0,0,1
CARD GAME,1,0,0,1,1,1,0,0,0,0,1
CARDBOARD,0,1,1,1,1,0,0,0,1,0,1
CARDED,1,0,0,0,0,0,0,0,0,0,0
CARDHOLDER,0,0,0,1,1,0,0,0,0,0,1
CARDIAC,0,0,0,0,1,0,1,0,0,1,0
CARDIAC ARREST,0,0,0,0,0,0,1,0,0,1,0
CARDIGAN,0,0,0,1,1,0,0,0,0,1,1
CARDINAL,1,0,0,0,0,1,0,0,0,0,1
CARDINAL SIN,1,0,0,0,0,1,1,1,0,0,0
CARDINALSHIP,0,1,0,1,0,1,0,0,1,0,0
CARDING,0,0,0,1,0,0,0,1,0,0,0
CARDIOGRAM,1,0,0,1,0,0,0,0,0,1,1
CARDIOGRAPH,0,0,0,0,0,0,0,0,0,1,1
CARDIOLOGIST,1,0,0,1,0,1,0,1,0,1,1
CARDIOLOGY,0,0,0,0,0,0,1,0,0,1,0
CARDIOPULMONARY,0,0,0,0,0,0,1,0,0,1,0
CARDIOVASCULAR,0,1,0,0,0,0,1,0,0,1,0
CARDSTOCK,0,0,1,1,1,0,0,0,1,0,1
CARE,1,1,0,1,0,1,1,1,0,1,0
CAREER,1,1,0,1,0,1,0,1,0,1,0
CAREER COACH,1,1,0,1,0,1,0,1,0,1,0
CAREERIST,1,0,0,0,0,0,1,1,0,0,0
CAREFREE,0,0,0,0,0,1,1,1,0,0,0
CAREFUL,1,1,1,1,1,1,1,1,0,1,0
CAREFULLY,0,1,0,1,1,1,1,1,0,1,0
CAREFULNESS,1,1,0,1,1,1,1,1,0,1,0
CAREGIVER,1,1,0,1,1,1,0,1,1,1,1
CARELESS,1,1,1,1,0,1,1,1,1,1,0
CARELESSLY,0,1,0,1,0,1,1,1,0,1,0
CARELESSNESS,1,1,0,1,0,1,1,1,0,1,1
CARESS,0,1,0,1,1,0,1,0,0,1,0
CARESSER,0,0,0,1,1,0,1,0,1,0,0
CARESSING,0,1,1,1,1,0,1,1,0,1,0
CARESSINGLY,0,1,0,1,1,1,1,0,0,1,0
CARETAKER,1,0,0,1,0,0,0,0,0,0,1
CARETAKING,1,1,0,1,1,1,1,1,1,1,1
CAREWORN,0,0,1,0,1,0,1,0,0,0,0
CARGO,0,1,0,1,1,0,0,0,0,1,1
CARGO AREA,0,1,0,1,0,0,0,0,1,0,1
CARGO SHIP,1,1,0,1,1,1,0,0,1,1,1
CARIBOU,1,0,0,0,1,0,0,0,1,0,1
CARICATURE,0,0,1,0,0,0,0,0,0,0,1
CARICATURIST,0,0,0,1,0,0,0,0,0,0,1
CARING,1,1,0,1,1,1,1,1,0,1,0
CARJACK,0,1,0,1,1,0,0,0,0,1,1
CARJACKER,1,0,0,1,1,0,0,0,0,0,1
CARJACKING,1,1,0,1,1,0,0,0,0,0,1
CARLESS,0,1,0,0,0,0,0,0,0,1,1
CARLOAD,0,1,0,1,0,1,0,0,0,1,1
CARMAKER,0,1,0,1,0,0,0,0,1,1,1
CARNAGE,1,0,1,0,0,1,0,0,1,0,1
CARNAL,1,0,1,0,1,1,1,1,1,1,1
CARNALITY,1,1,0,0,1,0,1,1,1,1,0
CARNATION,0,0,0,1,1,0,0,0,1,0,1
CARNIVAL,1,1,1,1,0,1,0,1,1,1,1
CARNIVORE,1,0,1,0,0,1,1,1,1,1,1
CARNIVOROUS,0,0,1,0,0,1,1,1,1,0,0
CARNIVOROUSLY,0,0,1,0,0,0,1,1,1,0,1
CARNIVOROUSNESS,0,0,1,1,0,0,1,1,1,1,0
CAROL,1,0,0,0,0,0,0,1,0,0,0
CAROLING,1,1,0,0,0,1,0,1,0,0,0
CAROTENE,0,0,1,0,0,0,0,1,0,0,0
CAROUSE,1,1,1,0,0,1,1,1,0,1,1
CAROUSEL,1,1,0,1,1,1,1,0,0,1,1
CAROUSING,1,1,1,1,0,0,1,1,1,1,1
CARP,0,0,1,0,1,0,0,1,1,0,1
CARPAL,0,0,0,1,1,0,1,0,0,0,0
CARPENTER,1,1,0,1,0,0,0,0,0,1,1
CARPENTERING,1,1,0,1,0,1,0,0,0,1,1
CARPENTRY,1,1,0,1,1,1,0,0,1,1,1
CARPET,0,1,0,0,1,0,0,0,0,0,1
CARPETBAG,0,0,0,1,1,0,0,0,0,0,0
CARPETBAGGER,1,0,0,0,1,0,0,0,0,0,0
CARPETBAGGERY,1,1,0,0,0,0,0,1,0,0,1
CARPETING,0,1,0,0,1,0,0,0,1,0,1
CARPOOL,0,1,0,1,1,0,0,0,1,1,1
CARPORT,0,1,0,1,0,0,0,0,0,0,1
CARRIAGE,1,1,0,1,1,0,0,0,0,1,1
CARRIAGE HOUSE,0,0,0,0,1,0,0,0,1,0,1
CARRIAGEWAY,0,1,0,0,0,0,0,0,1,0,1
CARRIED,0,1,0,1,1,0,1,0,0,1,1
CARRIER,0,1,0,1,0,0,0,0,0,1,1
CARROT,0,0,1,1,1,0,0,1,1,0,1
CARROUSEL,1,1,0,1,1,1,0,0,0,1,1
CARRY,0,1,0,1,1,0,0,0,0,1,0
CARRY AWAY,0,1,0,1,1,0,0,0,1,1,1
CARRY ON,0,1,0,1,1,1,0,1,0,1,0
CARRY OUT,0,1,1,1,1,0,0,0,1,0,1
CARRYALL,0,0,0,1,1,0,0,0,0,1,0
CARRYING,0,1,0,1,1,0,1,0,0,1,0
CARRYOVER,1,0,0,0,0,0,0,0,0,0,1
CARSICK,1,0,1,0,0,1,1,1,1,1,0
CARSICKNESS,0,0,0,0,0,1,1,1,1,1,0
CART,0,1,0,1,1,0,0,0,0,1,1
CARTEL,1,0,0,0,0,1,0,1,0,0,0
CARTILAGE,0,1,1,1,1,1,1,1,0,0,0
CARTLOAD,0,0,0,1,1,0,0,0,0,0,1
CARTOGRAPHER,0,0,0,1,0,0,0,0,0,0,1
CARTOGRAPHIC,0,0,0,1,1,1,0,0,0,0,1
CARTOGRAPHY,0,0,0,1,0,1,0,0,0,0,1
CARTON,0,0,1,1,1,0,0,0,0,0,1
CARTOON,1,0,0,0,0,1,0,0,0,0,1
CARTOON STRIP,0,0,0,0,1,1,0,0,0,0,1
CARTOONIST,0,0,0,1,0,1,0,0,0,0,1
CARTRIDGE,0,1,0,1,1,0,0,0,0,0,1
CARTWHEEL,0,1,0,1,1,0,1,0,0,1,1
CARVE,0,0,0,1,1,0,0,0,0,0,1
CARVE UP,0,0,0,1,1,0,0,0,0,0,1
CARVER,1,0,0,1,0,0,0,0,0,0,1
CARVING,0,0,0,1,1,0,0,0,1,0,1
CARWASH,1,1,0,1,1,0,0,0,1,1,1
CASANOVA,1,1,0,0,1,1,1,0,0,1,1
CASCADE,1,0,1,0,1,0,0,0,1,0,1
CASE,0,0,0,1,1,0,0,0,0,0,1
CASE LOAD,1,0,0,0,1,0,0,0,0,0,0
CASE STUDY,1,0,0,0,0,1,0,1,0,0,1
CASEBOOK,0,0,0,0,1,0,0,0,0,0,1
CASED,0,1,0,0,1,0,0,0,0,1,0
CASELOAD,0,0,0,1,0,0,0,0,0,0,1
CASEWORK,1,0,0,1,0,1,0,0,0,0,1
CASEWORKER,1,1,1,0,0,1,0,1,1,1,1
CASH,0,0,0,1,1,0,0,0,1,0,1
CASH COW,0,0,0,0,0,0,0,0,0,0,0
CASH FLOW,0,0,0,1,0,1,0,0,0,0,0
CASH IN,0,0,0,1,0,0,0,0,0,0,0
CASH MACHINE,1,0,0,1,1,0,0,0,0,0,1
CASH REGISTER,1,0,1,1,1,0,0,0,1,0,1
CASHABLE,0,0,0,1,0,0,0,0,0,0,0
CASHBACK,0,0,0,1,1,0,0,0,0,0,0
CASHBOOK,0,0,0,1,1,0,0,0,0,0,1
CASHBOX,0,0,0,1,1,0,0,0,0,0,1
CASHEW,0,0,1,1,1,0,0,1,1,0,1
CASHIER,1,0,0,1,0,1,0,1,0,0,1
CASHMERE,0,0,0,1,1,0,0,0,1,1,0
CASING,0,0,0,1,1,0,0,0,0,0,1
CASINO,1,1,1,1,1,1,0,1,1,1,1
CASKET,0,1,0,1,1,0,0,0,0,0,1
CASSEROLE,0,0,1,1,1,0,0,1,1,0,1
CASSETTE,1,0,0,1,1,1,0,0,1,0,1
CASSETTE PLAYER,1,0,0,1,1,1,0,0,0,0,1
CAST,1,1,1,1,1,0,0,0,1,1,1
CAST AROUND,1,0,0,1,1,0,1,0,0,0,1
CAST ASIDE,0,0,0,1,0,0,1,0,0,0,1
CAST AWAY,0,1,0,1,1,0,0,0,0,1,1
CAST DOWN,0,0,0,1,0,0,0,0,1,0,0
CAST OUT,1,0,0,1,0,0,1,1,0,0,1
CASTAWAY,0,1,0,1,0,1,1,1,0,1,1
CASTE,1,0,1,0,0,0,0,0,0,0,0
CASTER,0,0,0,1,1,0,0,0,0,0,1
CASTING,0,0,0,1,0,0,0,0,0,0,1
CASTLE,0,0,0,0,1,0,0,0,0,0,1
CASTLED,0,0,0,0,0,0,0,0,0,0,1
CASTOFF,0,0,0,1,1,0,1,0,0,0,1
CASTRATE,0,0,1,1,1,0,1,0,1,1,1
CASTRATION,0,0,0,0,1,0,1,0,0,1,0
CASTRATOR,0,0,0,1,1,0,0,0,0,1,0
CASUAL,1,1,0,0,0,0,1,0,0,1,1
CASUALLY,1,1,0,1,0,0,0,1,0,1,0
CASUALNESS,0,0,0,0,0,1,1,1,0,0,0
CASUALTY,1,1,0,1,0,1,1,1,1,1,1
CAT,1,1,0,1,1,1,0,0,1,1,1
CAT BURGLAR,1,1,0,1,0,1,0,1,0,1,1
CATACLYSM,1,1,1,0,0,1,0,0,0,1,0
CATACLYSMAL,1,1,0,0,0,0,0,0,1,1,0
CATACLYSMIC,1,0,0,0,0,0,1,0,1,0,1
CATACLYSMICALLY,1,0,1,0,1,0,1,0,0,0,1
CATACOMB,0,1,0,0,1,0,0,0,1,0,1
CATALOG,0,0,0,1,1,1,0,0,1,0,1
CATALOGER,0,0,0,1,1,1,0,0,0,0,1
CATALOGUE,0,0,0,1,1,1,0,0,0,0,1
CATALYSIS,0,0,0,0,0,0,0,0,0,0,0
CATALYST,1,0,0,0,0,0,0,0,0,0,0
CATALYTIC,0,0,0,0,0,0,1,0,1,0,0
CATALYZE,0,0,0,0,0,0,0,0,0,0,0
CATAPULT,0,1,0,1,0,0,0,0,0,0,1
CATARACT,0,0,0,0,0,1,0,0,0,0,0
CATASTROPHE,1,1,0,1,0,1,0,1,0,1,1
CATASTROPHIC,1,1,0,0,1,1,1,1,0,1,1
CATASTROPHICALLY,1,0,0,0,0,0,1,0,0,0,1
CATATONIC,0,1,0,1,0,1,1,1,0,1,0
CATCALL,1,0,0,0,0,0,0,1,0,0,0
CATCH,0,1,0,1,1,0,0,0,0,1,1
CATCH FIRE,1,0,0,0,1,1,0,0,1,0,1
CATCH ON,1,0,0,0,0,1,1,0,0,0,0
CATCH PHRASE,1,0,0,0,0,1,0,1,0,0,0
CATCH UP,0,1,0,0,0,0,0,0,0,1,0
CATCHABLE,0,0,0,1,1,0,0,0,0,0,1
CATCHALL,1,0,0,1,0,0,0,0,0,0,0
CATCHER,0,1,0,1,1,1,0,0,0,1,1
CATCHINESS,1,0,0,0,0,0,0,0,0,0,0
CATCHING,0,1,0,1,1,0,1,0,0,1,0
CATCHPHRASE,1,0,0,0,0,1,0,1,0,0,0
CATCHWORD,1,0,0,0,0,0,0,1,0,0,0
CATCHY,1,0,0,0,0,1,1,0,0,0,0
CATECHISM,1,0,0,0,0,0,0,1,0,0,0
CATEGORICAL,1,0,1,0,0,0,0,0,1,0,1
CATEGORICALLY,1,0,0,0,0,1,0,0,0,0,0
CATEGORICALNESS,0,0,0,0,0,0,0,0,0,0,0
CATEGORIST,0,0,0,0,0,1,0,1,0,0,0
CATEGORIZATION,0,0,0,1,0,1,0,1,0,1,1
CATEGORIZE,0,0,1,1,1,1,1,0,1,0,1
CATEGORY,0,0,1,0,0,0,0,1,1,0,0
CATER,0,1,1,1,0,0,0,1,1,0,0
CATERER,1,1,1,1,1,0,0,0,1,1,1
CATERING,0,1,1,1,1,0,0,1,1,1,1
CATERPILLAR,0,0,0,0,1,0,0,0,0,0,1
CATFIGHT,1,1,0,1,0,0,0,1,0,1,1
CATFISH,0,0,1,1,1,0,0,1,1,0,1
CATHEDRAL,1,0,0,0,1,1,0,0,0,0,1
CATHETER,0,0,0,0,1,0,1,0,0,1,0
CATHETERIZATION,0,0,0,0,1,0,1,0,0,1,0
CATHETERIZE,0,0,0,1,1,0,1,0,0,1,0
CATHOLIC,1,0,0,0,0,1,1,0,1,0,0
CATHOLICISM,1,0,0,0,0,1,0,1,0,0,0
CATHOUSE,0,1,0,1,1,1,0,1,1,1,1
CATLIKE,1,1,0,0,0,0,0,0,1,0,1
CATNAP,0,1,0,1,0,1,1,1,0,1,0
CATNIP,0,0,1,1,1,0,0,0,1,0,1
CATSUP,0,0,1,0,1,0,0,1,1,0,1
CATTAIL,0,0,0,1,1,0,0,0,1,0,1
CATTINESS,1,0,0,0,0,1,1,1,0,0,0
CATTISHLY,1,0,0,0,0,0,0,1,0,0,0
CATTLE,1,1,1,1,1,1,0,0,1,0,1
CATTLE RANCH,1,1,0,0,0,1,0,0,1,1,1
CATTLEMAN,1,0,0,0,0,0,0,0,1,0,1
CATTY,1,0,0,0,0,0,0,1,0,0,0
CATWALK,0,1,0,0,0,0,0,0,0,1,1
CAUCASIAN,0,0,0,0,0,1,0,0,0,1,1
CAUCUS,0,0,0,1,0,1,0,1,0,0,0
CAUGHT,0,1,0,1,0,0,1,0,0,0,1
CAULDRON,0,0,1,1,1,0,0,0,1,0,1
CAULIFLOWER,0,0,1,1,1,0,0,1,1,1,1
CAULK,0,0,0,1,1,0,0,0,1,0,1
CAUSABLE,0,0,0,0,0,0,0,0,0,0,0
CAUSAL,1,1,1,0,0,1,1,0,0,1,1
CAUSALITY,0,0,0,0,0,1,0,0,0,0,0
CAUSALLY,0,1,0,1,0,0,0,1,0,1,0
CAUSATION,1,0,1,0,1,1,1,0,1,0,0
CAUSATIVE,1,0,1,0,1,0,1,1,1,0,0
CAUSE,0,1,0,1,0,1,0,1,0,0,0
CAUSELESSLY,0,1,0,0,0,0,1,0,0,0,0
CAUSER,1,1,0,1,0,1,0,1,0,0,0
CAUSEWAY,0,1,0,0,0,1,0,0,0,0,1
CAUSING,0,1,1,1,0,0,1,1,0,1,0
CAUSTIC,0,0,1,0,1,0,1,1,1,0,0
CAUSTICALLY,0,1,0,0,0,0,0,1,0,0,0
CAUTERIZATION,0,1,0,1,1,0,1,0,1,1,1
CAUTERIZE,0,0,0,0,1,0,1,0,1,0,0
CAUTION,1,1,0,1,0,1,1,1,0,1,0
CAUTIONARY,1,1,0,0,0,0,1,1,0,0,0
CAUTIONER,1,0,0,0,0,0,0,1,0,0,0
CAUTIOUS,1,1,0,1,0,1,1,1,0,1,0
CAUTIOUSLY,1,1,0,1,0,1,1,1,0,1,0
CAUTIOUSNESS,1,1,0,1,0,1,1,1,0,1,1
CAVALIER,0,0,0,0,0,1,1,0,0,0,0
CAVALIERLY,1,1,0,0,0,1,1,0,0,0,1
CAVALRY,1,1,0,1,0,0,0,0,0,1,1
CAVALRYMAN,1,1,0,1,0,1,0,1,0,1,1
CAVE,1,1,0,0,1,0,0,0,1,0,1
CAVE IN,1,1,0,1,1,0,1,0,1,1,1
CAVEAT,1,0,0,0,1,0,1,0,0,0,0
CAVEMAN,1,1,0,1,0,1,0,0,1,1,1
CAVERN,0,1,0,0,0,0,0,0,0,1,1
CAVERNOUS,1,1,1,0,0,0,0,1,1,1,1
CAVIAR,0,0,1,1,1,0,0,1,1,0,0
CAVING,1,1,0,1,1,0,0,0,0,0,1
CAVITY,0,0,0,0,1,0,1,1,0,0,0
CAYENNE,0,0,1,0,1,0,1,1,1,0,0
CD PLAYER,1,0,0,1,1,1,0,0,0,0,1
CEASE,1,1,0,1,0,1,0,1,0,1,0
CEASE FIRE,1,0,0,1,0,0,0,0,0,1,1
CEASEFIRE,1,1,0,1,0,0,0,1,1,1,0
CEASELESS,0,1,1,0,0,0,1,1,1,0,0
CEASELESSLY,0,0,0,0,0,0,1,0,0,0,0
CEDAR,0,0,0,1,1,1,0,0,1,0,1
CEILING,0,0,0,0,1,1,0,0,0,0,1
CELEB,1,0,0,0,0,0,0,1,1,0,1
CELEBRATE,1,1,1,1,0,1,1,1,1,1,1
CELEBRATED,1,1,1,1,0,1,1,1,1,1,1
CELEBRATION,1,1,1,1,0,1,1,1,1,1,1
CELEBRATIVE,1,1,1,1,0,1,1,1,0,1,1
CELEBRATOR,1,1,0,1,0,1,0,1,0,1,1
CELEBRATORY,1,1,0,0,0,1,1,1,0,0,1
CELEBRITY,1,0,0,0,0,1,0,0,0,0,1
CELERY,0,0,1,1,1,0,0,1,1,0,1
CELERY SALT,0,0,1,0,1,0,0,1,1,0,0
CELESTIAL,0,0,0,0,0,1,0,0,0,0,1
CELESTIALLY,0,0,0,0,0,0,1,0,0,0,1
CELIAC,0,0,0,0,0,0,1,0,0,1,0
CELIBACY,0,0,0,0,1,0,1,0,0,1,0
CELIBATE,0,1,0,1,0,0,1,1,0,1,0
CELL,0,1,0,0,0,0,0,0,0,1,0
CELL MEMBRANE,0,1,0,0,0,0,0,0,0,1,0
CELL PHONE,1,0,0,1,1,1,0,1,0,0,1
CELLAR,0,1,0,1,0,1,0,0,1,1,1
CELLBLOCK,1,1,0,1,1,0,0,0,1,1,1
CELLED,0,0,0,0,0,0,0,0,0,0,0
CELLIST,1,1,0,1,0,0,0,0,0,1,1
CELLMATE,1,1,1,1,1,0,0,1,1,1,1
CELLO,1,1,0,1,1,1,0,0,0,1,1
CELLOPHANE,1,0,0,1,1,0,0,0,0,0,1
CELLPHONE,1,0,0,1,1,1,0,1,0,0,1
CELLULAR,0,0,0,1,0,1,0,1,0,1,0
CELLULITE,0,1,0,1,1,0,0,0,0,1,1
CELLULOID,0,0,0,0,1,0,0,0,0,0,0
CELLULOSE,0,1,1,1,0,0,0,0,0,1,1
CELTIC,1,0,1,0,0,0,0,0,0,0,0
CEMENT,0,1,0,1,1,0,0,0,1,0,1
CEMENT MIXER,1,1,0,1,1,0,0,0,1,1,1
CEMETERY,0,1,0,0,1,1,1,0,0,1,1
CENSOR,1,0,0,0,0,1,0,1,0,0,1
CENSORABLE,1,0,0,0,0,0,0,1,0,0,0
CENSORSHIP,1,0,0,0,0,1,0,1,0,0,0
CENSURE,1,0,0,1,0,1,0,1,0,0,0
CENSUS,1,0,1,0,0,0,0,0,0,0,1
CENT,0,0,0,1,1,1,0,0,0,0,1
CENTAUR,1,0,0,0,1,1,0,0,1,0,1
CENTENARIAN,1,1,0,1,1,0,0,0,0,1,1
CENTENNIAL,0,0,0,0,0,0,0,0,0,0,0
CENTER,0,1,0,0,0,0,0,0,0,0,1
CENTER FIELD,0,1,0,1,0,1,0,0,1,1,1
CENTER FIELDER,0,1,0,1,0,1,0,0,0,1,1
CENTER STAGE,0,1,0,1,0,0,0,0,0,1,1
CENTERED,0,1,0,1,0,1,1,0,0,1,1
CENTERFIELD,0,1,0,0,0,0,0,0,0,1,1
CENTERFOLD,0,0,0,0,1,1,0,0,0,0,1
CENTERING,0,1,0,1,0,1,0,0,0,1,0
CENTERLINE,0,0,0,0,0,0,0,0,0,0,1
CENTERMOST,0,0,0,0,1,0,0,0,0,1,1
CENTERPIECE,0,0,0,0,1,0,0,0,0,0,1
CENTERPIECES,0,0,0,1,1,1,0,0,1,0,1
CENTERSTAGE,0,1,0,0,0,1,0,1,0,1,1
CENTIGRADE,0,1,1,1,1,0,1,1,1,1,0
CENTIMETER,0,0,0,0,0,0,0,0,0,0,1
CENTIPEDE,0,0,0,1,1,1,0,0,0,0,1
CENTRAL,0,0,0,0,1,0,1,0,0,0,1
CENTRAL HEATING,0,1,0,1,1,1,1,0,1,1,0
CENTRALISM,0,0,0,0,0,0,0,0,0,0,0
CENTRALIST,0,0,0,0,0,1,0,0,0,0,0
CENTRALITY,1,0,0,0,0,0,0,0,0,0,1
CENTRALIZATION,0,0,0,0,0,0,0,0,0,0,0
CENTRALIZE,0,0,0,1,0,0,0,0,0,0,0
CENTRALIZED,0,0,0,0,0,0,0,0,0,1,0
CENTRALIZER,0,0,0,0,0,0,0,0,0,0,0
CENTRALLY,0,0,0,0,0,0,0,0,0,0,1
CENTRIC,1,0,0,0,0,1,0,0,1,1,0
CENTRIFUGAL,0,0,0,0,0,0,1,0,0,1,0
CENTRIFUGE,0,0,0,1,0,0,1,0,0,1,1
CENTURY,1,0,0,0,0,0,0,0,0,0,0
CERAMIC,0,0,0,1,1,0,0,0,1,0,1
CERAMICS,0,1,0,1,1,0,0,1,0,0,1
CEREAL,0,0,1,1,1,0,0,1,1,0,1
CEREAL BOWL,0,0,0,1,1,0,0,1,0,0,1
CEREAL BOX,0,0,1,1,1,0,0,0,1,0,1
CEREALS,0,0,1,1,1,0,1,1,1,1,1
CEREBELLUM,0,0,0,0,0,1,1,0,0,0,0
CEREBRAL,0,0,0,0,0,1,1,0,0,0,0
CEREBRALLY,0,0,1,0,0,1,1,0,0,0,0
CEREBRUM,0,0,0,0,0,1,1,0,0,0,0
CEREMONIAL,1,1,0,1,0,1,1,1,1,1,1
CEREMONIALISM,1,0,0,0,0,1,0,1,1,1,1
CEREMONIALIST,1,1,0,0,0,1,0,0,0,0,1
CEREMONIALLY,1,0,1,0,1,1,1,1,1,0,1
CEREMONIOUS,1,1,0,1,0,0,1,1,0,1,1
CEREMONIOUSLY,1,1,0,1,0,1,0,1,0,1,1
CEREMONIOUSNESS,1,0,0,0,0,1,1,1,0,0,0
CEREMONY,1,1,1,1,0,1,0,1,1,1,1
CERTAIN,1,0,0,0,0,1,1,0,0,0,0
CERTAINLY,0,0,0,0,0,0,1,0,0,0,0
CERTAINTY,1,0,0,0,0,1,1,1,0,0,0
CERTIFIABLE,0,0,0,0,0,1,0,1,0,0,0
CERTIFIABLY,0,0,0,0,0,1,0,1,0,0,0
CERTIFICATE,0,0,0,1,1,1,0,0,0,0,1
CERTIFICATION,0,0,0,0,0,0,0,1,0,0,0
CERTIFIED,0,0,1,0,0,1,0,0,0,0,1
CERTIFIER,0,0,0,0,0,0,0,1,0,0,0
CERTIFY,1,0,1,0,0,0,0,1,1,0,1
CERVICAL,0,0,0,0,0,0,0,0,0,1,0
CERVIX,0,0,0,0,1,0,1,0,0,1,0
CESAREAN SECTION,0,0,0,1,0,0,1,0,0,1,1
